user,text
Ajitkumar_Kanan,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
rsvas2,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
rahuloj89534426,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
ShubhamParewa10,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
nellaiyaar,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Sudarsh78723004,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Devakum58098441,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
belvinvaz,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
ConquestBITS,"Manit Kathuria, VP of Design at ZEE5 has helped build successful digital products used by millions of users around… https://t.co/LX05e1cjaT"
talwardev1,RT @gizmoreindia: Launching today - the very versatile #GizFit Sonic #Fitness #Smartwatch with design that stands out.  Check all health pa…
jsrlucky13,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
sturdyindia,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Ashish_GRN,@flipkartsupport  Flipkart. You are selling duplicate products on your platform and when a customer tries to return… https://t.co/CBAVofPDZU
Khaleel76689782,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Snapdeal_Help,"@vinod10031981 Hi! So sorry that this is taking time. But I just checked, it is definitely being worked on. Thanks… https://t.co/8H1cwZ1jsc"
PVasanthibai,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Narendra_Uvach,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
inc_ricky,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
sanjay_kalirona,"Gizmore partners with Snapdeal to launch first women-centric smartwatch
 https://t.co/FQZOzHSXIm
Download the TOI a… https://t.co/F07knua7zd"
SathiSarva,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
a_Sabhyata019,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Rashmi39961071,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Chandra61287,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Shashank3982612,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
DareedN,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
DesiGudamalani,#Snapdeal ne mere ek product ka 1 month ke bad return pickup nhi liya h
soumdaram,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
rajeevmglm,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
ManjunathGoudr7,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
TweetsNewsIndia,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
asifpathan777,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
AnaNuthan,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Aqhil2017,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
EhenthoiG,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
_avahgar_,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
DHONICHARLES1,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
I_aym_Saad,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
YusufAAsgar,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
markjfz,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
drnihas,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
SunnySikarwar63,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
nes_inc,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
iamTabrez77,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
SurendraMina87,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Feroz679,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
SBS0009,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
ZarinKhanz,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
ElonRusk8,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
MandeepBajwa,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Observe99945,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
PrasadGuggilam,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
_____pathfinder,"@Ravisutanjani I just read all the cmnts nd all are correct as themselves opinion, but as my point of view meesho a… https://t.co/81Cc5jSpZ1"
laughin96,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
SlowwLearner,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
SunilMisra20,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
reachcsrini,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Pradeep_tk,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Samseer55929471,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
snapdeal,"On a rainy day, we all crave these delicious dishes, don't we? Make them with Snapdeal's #HomeAndKitchenMela now! 🥰… https://t.co/jmoEYbssNo"
Amitthatisfine,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
EImpunity,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Snapdeal_Help,@SnehalS66132699 We always request our customers to never share their personal details publicly as our page is visi… https://t.co/Jf8VOYynOs
Snapdeal_Help,@SnehalS66132699 Hi! My team will get in touch with you tomorrow between 9 AM- 6 PM. Appreciate your patience. Thanks! Urvi
HAM6162,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
anything960,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
ConquestBITS,"Saurabh Nangia, Founder &amp; CEO at https://t.co/XYDxQX5ezD, is a tech entrepreneur, and an AI &amp; Big Data Expert. He f… https://t.co/ooE494N4MW"
stmurs,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
anbusur12685413,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Ashnation_,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
FNW_IN,Gizmore partners with Snapdeal to boost sales of its smartwatch Slate https://t.co/6ZF09xK9J4 https://t.co/g0Z0kV0TbP
_devilzguru_,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
CGoutam2,"When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
G… https://t.co/mXyyYZk5F3"
TheeTruth291,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
MansarulHoque,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
ojthab_,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Manish_G12,RT @originalrathor: Gizmore partners with Snapdeal to launch first women-centric smartwatch – Times of India https://t.co/22xDWHGi8H
Manish_G12,RT @4dollarwebsite: Gizmore partners with Snapdeal to launch first women-centric smartwatch ​The smartwatch comes with a silicone strap and…
Manish_G12,RT @TodayBangalore: Gizmore partners with Snapdeal to launch first women-centric smartwatch – Times of India https://t.co/7RGg5qycIx
Manish_G12,"RT @neel5: New post: Gizmore partners with Snapdeal to launch Slate, Made In India https://t.co/HM40GMzWJi #businessnews #businessnewsthisw…"
suavechishty,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
GATHOBIAS,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
thegreatkhan001,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Meivallapias,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
hemchan88372463,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Chethan16121,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
GSTWITHGAWESHN1,@Snapdeal_Help Kindly share the return policy.
MithyaNand,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
RabiRsen397,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
DsouzaMarkwyn,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
ASDeshmukh2,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
_bharat_1,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
fjpinto52,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Rajput_Girl__,"@achaleshsinha Yup Sir ! You can purchase it from Amazon, snapdeal and flipkart."
Snapdeal_Help,@paridaashu21 Glad to assist you :-) - Sia
Rofl_Phooka,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
SariShamim,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
bej_2019,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Gamercopydv,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
paridaashu21,@Snapdeal_Help Just now Mr Krishanu from escalation team contacted me and assured of refund to be processed within… https://t.co/4Ri2rr7NYq
Snapdeal_Help,@AftafAli18 We always request our customers to never share their personal details publicly as our page is visible t… https://t.co/Z2T4ps3SNr
Snapdeal_Help,@AftafAli18 Hi! Sincere apologies for this experience. I've noted your details and sharing it with the team. We'll… https://t.co/cBpqxCX9Q7
Altmish,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Jaggy_Bad,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
chiksilsil,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
AftafAli18,I ordered hp inktop coloures from @snapdeal with sub order id 52898921797 . And i recived wrong product . I returne… https://t.co/uWeEJCiiky
Snapdeal_Help,@GSTWITHGAWESHN1 Please refer to the given link to know more about our easy return policy- https://t.co/kYOlWdIjan. Thanks! Naina
SarojAlok88,@Snapdeal_Help No help given from your end. You are cheating sellers as well as customers.
Snapdeal_Help,"@SnehalS66132699 Hi! We tried reaching out to you, but couldn't get through despite our best efforts. Therefore, we… https://t.co/PztUNwZRkA"
Snapdeal_Help,@SarojAlok88 We've already updated you on this. Do let us know if you need any further help. Thanks! Sam
HumanTamilan,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
SarojAlok88,@PiyushGoyal  Sir please help me 🙏 Snapdeal is practicing unfair policy and not listening to my problem. A small se… https://t.co/fnLwEhCQyr
Xavier27435760,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Snapdeal_Help,@SarojAlok88 Our team got in touch with you and updated you on the issue. Thanks! Avi
SarojAlok88,@PiyushGoyal @DoC_GoI @AnupriyaSPatel Snapdeal and it's courier partner Ekart cheated a seller like me. A shipment… https://t.co/bSr6VeZnDa
Azhar037,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
KedarGambhire,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Smartcookie_PK,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
GSTWITHGAWESHN1,@Snapdeal_Help Can u plz share the return policy.
TweetsoKhaja,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
gopalchandras15,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
the_lastmonk,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Snapdeal_Help,@paridaashu21 We sincerely regret to know this. We are getting this checked and will ensure this is sorted out on priority. Thanks! Ashi
k_a_r_t_h_i_k_9,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
FHumungous,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
paridaashu21,@Snapdeal_Help Another thing you customer care is so unresponsive they intentionally cut calls when they are unable… https://t.co/PX8NXoQsDH
Snapdeal_Help,@Babu41465356 We’ve already connected and updated you on the issue. Thanks! Naina
ThisrtyScholarr,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Babu41465356,@Snapdeal_Help You are chitter
ImSanman,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
DrumDoland,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
RahilParwaaz,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
shardul300es,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
goku302189,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
sanjay_kalirona,"RT @neel5: New post: Gizmore partners with Snapdeal to launch Slate, Made In India https://t.co/HM40GMzWJi #businessnews #businessnewsthisw…"
sanjay_kalirona,RT @techtoday468: Gizmore partners with Snapdeal to launch first women-centric smartwatch https://t.co/pDAA5s5Tlu
sanjay_kalirona,RT @originalrathor: Gizmore partners with Snapdeal to launch first women-centric smartwatch – Times of India https://t.co/22xDWHGi8H
sanjay_kalirona,RT @allplacesmap: Gizmore companions with Snapdeal to launch first women-centric smartwatch – All Places Map https://t.co/r1OnWe6yJH #news…
sanjay_kalirona,RT @TodayBangalore: Gizmore partners with Snapdeal to launch first women-centric smartwatch – Times of India https://t.co/7RGg5qycIx
sanjay_kalirona,Gizmore #slate #Smartwatch #available now @snapdeal @aajtak https://t.co/ixvHvr6kGO
DsrivastavaIYC,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
sanjay_kalirona,RT @4dollarwebsite: Gizmore partners with Snapdeal to launch first women-centric smartwatch ​The smartwatch comes with a silicone strap and…
sanjay_kalirona,"RT @snapdeal: Let your warch define your unique personality ✨ Head to #Snapdeal and shop now! 

#Gizmore #Smartwatch #Deals #MustHave #Tren…"
tamashawaala,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Prabhas64,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
adian_Rajesh405,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
nawas_babu,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
docyrh,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
NirmeshINC,"RT @PranavS_21: Many of the biggest startups in India were founded before 2014. Here are a few of them:

- Paytm
- OLA
- OYO
- BYJUs
- Flip…"
dineshv1003,"RT @PranavS_21: Many of the biggest startups in India were founded before 2014. Here are a few of them:

- Paytm
- OLA
- OYO
- BYJUs
- Flip…"
aarav_INC,"RT @PranavS_21: Many of the biggest startups in India were founded before 2014. Here are a few of them:

- Paytm
- OLA
- OYO
- BYJUs
- Flip…"
NitinjainINC,"RT @PranavS_21: Many of the biggest startups in India were founded before 2014. Here are a few of them:

- Paytm
- OLA
- OYO
- BYJUs
- Flip…"
Yatendra_INC,"RT @PranavS_21: Many of the biggest startups in India were founded before 2014. Here are a few of them:

- Paytm
- OLA
- OYO
- BYJUs
- Flip…"
Arti_IYC,"RT @PranavS_21: Many of the biggest startups in India were founded before 2014. Here are a few of them:

- Paytm
- OLA
- OYO
- BYJUs
- Flip…"
ganesh07,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
AbhishekNalla3,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
iamakshay_007,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
BabaChamtakar,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Snapdeal_Help,@GSTWITHGAWESHN1 Our team got in touch with you and updated you on the issue. Thanks! Sia
dheerandra,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
vinitalavate,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Snapdeal_Help,@RaviSha96564153 Glad to assist you :-) - Sia
